"lotr" "premium" "age" "genre_likes" "actor_likes" "similar_user_ratings" "mean_time_genre" "user_time" "user_day" "user_device" "fam_members" "country"
0 "Premium" 29 2 2 0.48 38.6 "Afternoon" "Tuesday" "TV" 2 "NZ"
0 "Standard" 18 3 0 0.59 35.1 "Evening" "Friday" "TV" 3 "US"
0 "Premium" 37 2 2 0.69 166.6 "Morning" "Friday" "Mobile Device" 2 "US"
1 "Standard" 27 2 7 0.6 119.4 "Evening" "Friday" "PC" 1 "FR"
0 "Premium" 27 1 2 0.72 14.3 "Afternoon" "Friday" "TV" 3 "MX"
0 "Standard" 31 2 1 0.64 24.4 "Evening" "Wednesday" "TV" 3 "US"
1 "Standard" 32 2 2 0.62 208.6 "Afternoon" "Saturday" "TV" 3 "US"
0 "Standard" 28 2 5 0.64 114.8 "Evening" "Sunday" "Gaming Device" 1 "UK"
0 "Standard" 38 3 6 0.94 16.8 "Afternoon" "Tuesday" "TV" 4 "DE"
0 "Standard" 22 3 4 0.6 132.9 "Evening" "Monday" "TV" 0 "MX"
0 "Standard" 34 5 1 0.91 123.5 "Morning" "Sunday" "TV" 2 "DE"
0 "Standard" 19 2 3 0.64 92.8 "Evening" "Saturday" "TV" 2 "FR"
0 "Standard" 28 5 5 0.32 50.2 "Morning" "Friday" "TV" 2 "DE"
0 "Premium" 25 3 2 0.51 135.2 "Evening" "Saturday" "Gaming Device" 3 "JP"
0 "Premium" 29 2 3 0.63 145.3 "Morning" "Thursday" "TV" 2 "FR"
0 "Premium" 29 2 3 0.45 84.7 "Evening" "Monday" "TV" 2 "UK"
0 "Standard" 32 2 1 0.67 80.4 "Evening" "Wednesday" "TV" 1 "DE"
0 "Premium" 25 4 6 0.6 22.7 "Evening" "Saturday" "Mobile Device" 0 "DE"
0 "Standard" 22 2 3 0.47 83.3 "Morning" "Tuesday" "TV" 2 "MX"
1 "Standard" 40 1 1 0.98 125.6 "Morning" "Wednesday" "TV" 3 "US"
0 "Standard" 36 1 0 0.38 145.1 "Evening" "Saturday" "TV" 1 "FR"
1 "Standard" 27 2 5 0.93 61.1 "Afternoon" "Sunday" "TV" 2 "DE"
0 "Standard" 28 3 3 0.62 91.1 "Evening" "Friday" "TV" 1 "UK"
0 "Premium" 25 5 0 0.83 189.4 "Evening" "Tuesday" "TV" 0 "UK"
0 "Premium" 29 1 3 0.58 141.7 "Evening" "Thursday" "Mobile Device" 3 "DE"
0 "Standard" 17 1 2 0.85 191 "Afternoon" "Sunday" "PC" 4 "UK"
1 "Premium" 38 2 3 0.73 145.1 "Evening" "Saturday" "TV" 0 "MX"
0 "Standard" 30 2 3 0.41 118.5 "Evening" "Monday" "TV" 0 "US"
0 "Standard" 37 1 2 0.71 130 "Evening" "Friday" "Gaming Device" 3 "DE"
0 "Standard" 47 0 9 0.6 28.5 "Evening" "Saturday" "TV" 2 "US"
0 "Standard" 22 2 6 0.85 222 "Evening" "Thursday" "Gaming Device" 2 "FR"
0 "Premium" 54 2 4 0.91 80.2 "Afternoon" "Saturday" "TV" 1 "JP"
1 "Standard" 25 1 4 0.88 136.9 "Evening" "Monday" "TV" 0 "DE"
0 "Standard" 29 2 3 0.58 202.4 "Evening" "Friday" "Gaming Device" 3 "FR"
0 "Standard" 31 3 4 0.4 143.4 "Afternoon" "Friday" "TV" 2 "US"
0 "Standard" 26 2 4 0.44 113.7 "Morning" "Thursday" "TV" 2 "FR"
0 "Standard" 28 1 5 0.28 100.8 "Evening" "Friday" "TV" 1 "DE"
0 "Standard" 33 3 4 0.22 128.2 "Afternoon" "Wednesday" "TV" 1 "UK"
1 "Standard" 28 0 5 0.98 116.8 "Evening" "Friday" "Gaming Device" 3 "FR"
1 "Standard" 34 1 1 0.88 116.8 "Afternoon" "Saturday" "TV" 4 "JP"
0 "Standard" 21 3 4 0.39 97.4 "Afternoon" "Friday" "TV" 1 "US"
0 "Standard" 24 0 2 0.27 76.8 "Evening" "Sunday" "Mobile Device" 2 "UK"
1 "Standard" 31 2 2 0.6 151.1 "Evening" "Sunday" "PC" 0 "MX"
0 "Standard" 43 2 7 0.38 98.9 "Morning" "Wednesday" "TV" 3 "UK"
1 "Standard" 22 5 4 0.97 185.9 "Evening" "Friday" "TV" 2 "FR"
0 "Standard" 32 1 2 0.52 198.9 "Evening" "Saturday" "TV" 1 "US"
1 "Standard" 31 2 1 0.95 91.5 "Afternoon" "Thursday" "TV" 3 "DE"
1 "Premium" 36 2 5 0.88 151.4 "Evening" "Thursday" "TV" 4 "US"
1 "Standard" 33 3 3 0.54 199.7 "Evening" "Sunday" "TV" 0 "UK"
0 "Premium" 34 1 2 0.68 60.7 "Evening" "Thursday" "TV" 2 "US"
0 "Standard" 27 0 3 0.51 145.4 "Evening" "Friday" "TV" 4 "UK"
0 "Premium" 29 1 2 0.76 37.8 "Evening" "Thursday" "TV" 4 "UK"
0 "Standard" 38 1 6 0.79 100.2 "Evening" "Tuesday" "TV" 1 "US"
0 "Premium" 39 5 2 0.74 120.7 "Afternoon" "Monday" "TV" 0 "US"
0 "Standard" 29 4 1 0.65 140.7 "Evening" "Wednesday" "TV" 3 "DE"
0 "Standard" 24 4 3 0.83 129.3 "Evening" "Friday" "Mobile Device" 0 "US"
0 "Standard" 27 1 2 0.22 172.5 "Evening" "Wednesday" "TV" 2 "US"
0 "Standard" 24 2 2 0.36 136.1 "Evening" "Friday" "TV" 0 "DE"
0 "Premium" 17 5 5 0.72 172.4 "Evening" "Sunday" "Mobile Device" 1 "FR"
0 "Standard" 25 2 4 0.81 109.8 "Evening" "Tuesday" "TV" 2 "FR"
0 "Standard" 22 2 2 0.77 49.1 "Evening" "Friday" "TV" 2 "US"
0 "Premium" 36 2 1 0.68 132.4 "Evening" "Sunday" "TV" 2 "FR"
0 "Standard" 36 1 2 0.73 159.5 "Evening" "Friday" "TV" 2 "US"
1 "Standard" 25 2 0 0.78 255.1 "Evening" "Tuesday" "PC" 2 "UK"
1 "Standard" 28 2 7 0.87 201 "Afternoon" "Tuesday" "Gaming Device" 2 "UK"
0 "Standard" 46 2 1 0.89 84.1 "Evening" "Sunday" "TV" 0 "UK"
0 "Standard" 22 3 3 0.56 91.2 "Afternoon" "Thursday" "TV" 1 "UK"
0 "Standard" 29 1 2 0.65 128.6 "Evening" "Sunday" "TV" 2 "DE"
0 "Standard" 26 2 3 0.36 36.8 "Afternoon" "Friday" "TV" 0 "US"
0 "Standard" 46 1 5 0.71 180.3 "Evening" "Thursday" "TV" 5 "DE"
0 "Standard" 23 4 4 0.54 116.6 "Evening" "Monday" "Gaming Device" 2 "DE"
1 "Standard" 18 0 5 0.71 242.8 "Evening" "Saturday" "TV" 4 "DE"
0 "Standard" 22 0 3 0.32 165.6 "Afternoon" "Friday" "TV" 1 "FR"
0 "Standard" 18 3 8 0.83 108.4 "Afternoon" "Friday" "TV" 1 "MX"
0 "Standard" 38 2 1 0.66 188.1 "Afternoon" "Thursday" "Mobile Device" 2 "JP"
1 "Standard" 34 1 2 0.78 190.2 "Evening" "Friday" "TV" 1 "DE"
1 "Standard" 23 0 2 0.78 204.5 "Evening" "Wednesday" "TV" 1 "UK"
0 "Standard" 27 3 3 0.56 111.5 "Morning" "Saturday" "TV" 2 "DE"
1 "Standard" 18 0 6 0.86 171 "Afternoon" "Saturday" "TV" 5 "US"
1 "Standard" 38 0 2 0.8 170 "Evening" "Saturday" "TV" 1 "MX"
0 "Standard" 26 0 5 0.73 166.8 "Afternoon" "Monday" "TV" 1 "US"
0 "Standard" 37 1 3 0.51 69.4 "Evening" "Friday" "PC" 3 "US"
0 "Standard" 21 2 1 0.67 244 "Afternoon" "Wednesday" "TV" 4 "JP"
0 "Standard" 28 3 3 0.97 194.9 "Evening" "Sunday" "Gaming Device" 5 "FR"
0 "Standard" 34 2 2 0.77 109.6 "Evening" "Saturday" "Mobile Device" 1 "UK"
0 "Standard" 28 3 1 0.48 15.8 "Evening" "Wednesday" "TV" 1 "US"
0 "Standard" 21 1 4 0.81 77.7 "Evening" "Sunday" "TV" 7 "US"
0 "Standard" 16 2 3 0.28 65.5 "Evening" "Sunday" "TV" 1 "UK"
0 "Standard" 17 4 4 0.44 209.4 "Evening" "Sunday" "TV" 2 "JP"
0 "Standard" 27 2 3 0.84 89.3 "Evening" "Sunday" "Mobile Device" 0 "US"
0 "Standard" 24 2 3 0.51 92.6 "Evening" "Monday" "TV" 0 "NZ"
1 "Standard" 22 3 6 0.75 198.1 "Afternoon" "Sunday" "TV" 2 "MX"
1 "Standard" 26 4 0 0.86 54.4 "Evening" "Saturday" "PC" 2 "DE"
0 "Standard" 34 6 2 0.18 99.4 "Morning" "Saturday" "Gaming Device" 1 "FR"
0 "Standard" 22 2 3 0.7 93 "Afternoon" "Wednesday" "TV" 5 "MX"
0 "Standard" 40 1 4 0.79 213.2 "Evening" "Saturday" "TV" 3 "UK"
0 "Standard" 27 1 5 0.77 147.2 "Evening" "Tuesday" "TV" 1 "FR"
0 "Standard" 36 1 2 0.77 183.4 "Afternoon" "Saturday" "Gaming Device" 1 "MX"
0 "Standard" 31 4 2 0.41 115.9 "Evening" "Friday" "TV" 2 "UK"
0 "Standard" 27 2 4 0.79 85.7 "Evening" "Friday" "PC" 3 "US"
0 "Standard" 45 0 3 0.81 116 "Evening" "Saturday" "TV" 1 "US"
0 "Premium" 26 4 4 0.81 161.4 "Evening" "Sunday" "Gaming Device" 1 "UK"
1 "Premium" 39 2 3 0.82 176.8 "Morning" "Tuesday" "TV" 2 "US"
0 "Standard" 35 3 6 0.39 136.1 "Morning" "Sunday" "Mobile Device" 1 "DE"
0 "Standard" 31 2 3 0.11 124.3 "Afternoon" "Sunday" "TV" 2 "US"
1 "Standard" 29 2 4 0.9 151.6 "Evening" "Thursday" "TV" 7 "MX"
0 "Premium" 29 1 2 0.87 68.5 "Morning" "Friday" "TV" 0 "FR"
0 "Standard" 29 3 7 0.26 161.7 "Evening" "Sunday" "Gaming Device" 0 "US"
0 "Standard" 27 3 2 0.6 114 "Evening" "Wednesday" "TV" 0 "UK"
0 "Standard" 36 2 6 0.62 248 "Morning" "Saturday" "Mobile Device" 0 "UK"
0 "Standard" 24 2 4 0.88 53.4 "Evening" "Saturday" "PC" 3 "US"
0 "Standard" 33 0 3 0.29 143.4 "Morning" "Thursday" "Mobile Device" 2 "MX"
0 "Premium" 30 0 5 0.68 43.7 "Evening" "Sunday" "PC" 5 "DE"
0 "Standard" 30 0 1 0.57 109.4 "Morning" "Tuesday" "TV" 1 "US"
1 "Standard" 25 2 4 0.92 73.4 "Afternoon" "Wednesday" "TV" 3 "NZ"
0 "Standard" 40 5 4 0.6 161.7 "Evening" "Sunday" "TV" 1 "US"
0 "Premium" 29 1 2 0.8 77.4 "Morning" "Wednesday" "TV" 2 "NZ"
1 "Standard" 38 1 4 0.98 51.7 "Evening" "Sunday" "TV" 0 "DE"
0 "Standard" 37 4 0 0.61 54.9 "Afternoon" "Saturday" "Mobile Device" 6 "US"
0 "Standard" 49 3 7 0.6 104.5 "Evening" "Saturday" "TV" 4 "DE"
0 "Standard" 38 1 3 0.56 137.4 "Evening" "Monday" "Gaming Device" 2 "DE"
0 "Standard" 32 1 5 0.67 38.9 "Morning" "Friday" "Mobile Device" 5 "US"
0 "Standard" 42 0 6 0.76 111.4 "Evening" "Saturday" "PC" 3 "FR"
0 "Standard" 31 1 2 0.76 103.6 "Evening" "Sunday" "TV" 2 "UK"
0 "Standard" 26 2 2 0.96 0 "Evening" "Friday" "TV" 2 "NZ"
1 "Premium" 41 2 3 0.95 219 "Afternoon" "Friday" "Gaming Device" 1 "NZ"
0 "Premium" 25 2 6 0.52 147.8 "Afternoon" "Monday" "TV" 4 "FR"
0 "Standard" 28 1 3 0.85 63.8 "Evening" "Friday" "Mobile Device" 2 "JP"
0 "Standard" 20 2 4 0.76 33.6 "Evening" "Saturday" "TV" 0 "UK"
1 "Standard" 37 1 3 0.88 107.7 "Evening" "Saturday" "TV" 2 "MX"
0 "Standard" 48 3 2 0.47 153.3 "Evening" "Sunday" "TV" 3 "MX"
0 "Premium" 29 1 2 0.7 27.6 "Evening" "Wednesday" "TV" 2 "US"
1 "Standard" 32 3 6 0.83 180.1 "Evening" "Sunday" "TV" 5 "FR"
0 "Standard" 19 2 6 0.59 114.1 "Afternoon" "Saturday" "TV" 3 "US"
0 "Standard" 32 1 4 0.57 0 "Evening" "Friday" "TV" 3 "MX"
0 "Premium" 28 0 5 0.72 140.4 "Evening" "Friday" "TV" 1 "FR"
0 "Standard" 32 1 2 0.75 120.7 "Morning" "Sunday" "TV" 2 "US"
0 "Standard" 38 1 3 0.37 102.1 "Evening" "Thursday" "PC" 0 "DE"
0 "Premium" 36 3 2 0.36 0 "Afternoon" "Monday" "TV" 1 "JP"
0 "Standard" 26 1 5 0.45 124 "Afternoon" "Tuesday" "TV" 2 "UK"
0 "Standard" 23 0 3 0.67 70.7 "Evening" "Sunday" "Mobile Device" 3 "UK"
0 "Standard" 50 1 4 0.6 84.5 "Afternoon" "Thursday" "TV" 3 "DE"
0 "Standard" 26 1 2 0.93 131.1 "Afternoon" "Friday" "TV" 1 "US"
0 "Standard" 29 2 4 0.76 147.8 "Evening" "Monday" "TV" 0 "US"
0 "Standard" 30 1 0 0.63 108.4 "Morning" "Sunday" "TV" 2 "UK"
0 "Standard" 40 2 5 0.66 157.8 "Evening" "Saturday" "Mobile Device" 0 "US"
0 "Premium" 38 0 0 0.93 113.8 "Evening" "Monday" "Mobile Device" 4 "US"
0 "Standard" 28 4 0 0.76 37.9 "Evening" "Saturday" "Mobile Device" 1 "US"
1 "Standard" 29 2 1 0.96 142.2 "Evening" "Friday" "TV" 5 "FR"
0 "Standard" 31 0 2 0.96 75.8 "Morning" "Thursday" "Mobile Device" 1 "US"
0 "Standard" 28 3 2 0.6 171.9 "Afternoon" "Thursday" "Mobile Device" 1 "US"
0 "Premium" 27 1 4 0.6 129.6 "Evening" "Saturday" "TV" 4 "DE"
0 "Standard" 19 1 5 0.27 49.7 "Evening" "Friday" "TV" 1 "NZ"
0 "Premium" 22 1 2 0.59 111.6 "Evening" "Sunday" "TV" 0 "MX"
1 "Standard" 22 2 7 0.81 72.8 "Evening" "Sunday" "TV" 1 "US"
0 "Standard" 35 3 1 0.51 143.7 "Evening" "Monday" "TV" 0 "FR"
1 "Standard" 31 6 1 0.86 166.4 "Evening" "Sunday" "PC" 3 "MX"
0 "Premium" 34 3 5 0.93 96.7 "Morning" "Monday" "Gaming Device" 1 "DE"
0 "Standard" 22 2 1 0.65 192 "Evening" "Sunday" "TV" 1 "US"
0 "Standard" 26 1 3 0.46 76.1 "Evening" "Monday" "TV" 3 "NZ"
1 "Standard" 25 0 5 0.76 188.2 "Afternoon" "Sunday" "TV" 1 "DE"
0 "Standard" 29 2 2 0.73 182.6 "Morning" "Sunday" "Mobile Device" 2 "FR"
0 "Standard" 21 1 4 0.43 196.6 "Evening" "Monday" "TV" 0 "DE"
0 "Standard" 43 5 3 0.24 212.2 "Evening" "Monday" "TV" 5 "DE"
0 "Premium" 61 5 5 0.47 189.2 "Afternoon" "Thursday" "TV" 1 "MX"
0 "Standard" 28 2 3 0.52 106.4 "Afternoon" "Monday" "TV" 1 "FR"
0 "Standard" 39 1 3 0.75 0 "Evening" "Saturday" "TV" 1 "DE"
0 "Standard" 38 3 2 0.32 93.2 "Evening" "Wednesday" "TV" 1 "US"
0 "Standard" 33 0 2 0.78 89.7 "Evening" "Saturday" "TV" 2 "US"
0 "Standard" 39 4 5 0.22 201 "Evening" "Saturday" "TV" 0 "DE"
1 "Standard" 33 2 3 0.91 180 "Evening" "Friday" "TV" 2 "UK"
0 "Standard" 28 2 4 0.47 103.4 "Evening" "Thursday" "TV" 2 "MX"
0 "Premium" 26 0 5 0.64 81 "Afternoon" "Monday" "TV" 0 "DE"
0 "Standard" 28 1 3 0.52 65.4 "Afternoon" "Thursday" "PC" 1 "US"
1 "Standard" 34 2 3 0.6 241.3 "Evening" "Friday" "TV" 0 "FR"
1 "Premium" 32 1 3 0.93 82.2 "Evening" "Sunday" "Mobile Device" 2 "US"
0 "Standard" 31 4 3 0.56 62.9 "Morning" "Friday" "TV" 2 "UK"
0 "Premium" 25 4 5 0.83 167.6 "Afternoon" "Wednesday" "Mobile Device" 1 "DE"
1 "Standard" 39 1 4 1 140.8 "Evening" "Friday" "TV" 0 "MX"
0 "Standard" 41 1 5 0.71 65.8 "Afternoon" "Sunday" "TV" 0 "US"
0 "Standard" 29 4 2 0.73 103.4 "Evening" "Monday" "TV" 3 "US"
1 "Standard" 30 1 5 0.79 170.1 "Afternoon" "Sunday" "Mobile Device" 3 "US"
1 "Standard" 34 2 4 0.98 122.3 "Evening" "Tuesday" "TV" 0 "FR"
0 "Standard" 27 4 3 0.6 102.7 "Evening" "Wednesday" "PC" 0 "NZ"
1 "Standard" 38 1 3 0.87 110 "Afternoon" "Sunday" "TV" 1 "US"
1 "Standard" 36 1 3 0.96 146.8 "Afternoon" "Wednesday" "TV" 1 "DE"
0 "Standard" 34 0 1 0.7 73.9 "Evening" "Thursday" "TV" 4 "US"
0 "Standard" 42 2 1 0.78 87.2 "Afternoon" "Friday" "TV" 1 "DE"
0 "Premium" 37 1 2 0.23 195.4 "Afternoon" "Saturday" "TV" 4 "DE"
0 "Standard" 23 1 3 0.81 86.9 "Evening" "Monday" "TV" 2 "NZ"
1 "Standard" 34 1 5 0.71 154.9 "Afternoon" "Friday" "TV" 1 "US"
0 "Standard" 26 3 3 0.71 154.5 "Evening" "Thursday" "Mobile Device" 0 "UK"
0 "Standard" 40 6 2 0.46 182.5 "Afternoon" "Wednesday" "TV" 3 "JP"
0 "Standard" 22 1 3 0.9 99 "Afternoon" "Friday" "TV" 4 "DE"
1 "Standard" 29 2 2 0.78 196.3 "Evening" "Sunday" "TV" 2 "US"
0 "Standard" 21 4 2 0.96 116.1 "Evening" "Tuesday" "TV" 1 "FR"
0 "Premium" 41 1 2 0.2 146.9 "Evening" "Wednesday" "TV" 3 "UK"
1 "Standard" 37 5 9 0.79 165.8 "Evening" "Thursday" "PC" 4 "NZ"
1 "Standard" 30 2 1 0.79 171.8 "Afternoon" "Saturday" "TV" 1 "DE"
0 "Standard" 27 0 9 0.65 43.5 "Evening" "Wednesday" "TV" 0 "UK"
1 "Standard" 22 5 2 0.91 147.8 "Evening" "Sunday" "TV" 1 "UK"
0 "Standard" 23 1 5 0.77 66.9 "Morning" "Wednesday" "TV" 5 "US"
1 "Standard" 32 3 4 0.92 62.5 "Evening" "Saturday" "TV" 2 "MX"
1 "Standard" 33 0 3 0.96 270.2 "Afternoon" "Saturday" "PC" 1 "DE"
0 "Standard" 49 3 3 0.35 34.5 "Evening" "Wednesday" "TV" 4 "UK"
0 "Standard" 23 2 3 0.47 152.9 "Afternoon" "Friday" "TV" 2 "US"
0 "Standard" 35 1 2 0.66 65.6 "Evening" "Monday" "TV" 0 "FR"
0 "Premium" 20 1 5 0.55 72.1 "Evening" "Sunday" "TV" 3 "FR"
0 "Premium" 30 3 1 0.71 40.9 "Morning" "Monday" "TV" 1 "US"
0 "Premium" 31 1 1 0.25 158.4 "Afternoon" "Wednesday" "TV" 2 "US"
1 "Standard" 31 1 3 0.79 148.2 "Afternoon" "Saturday" "TV" 1 "US"
1 "Standard" 35 3 1 0.79 145.1 "Evening" "Monday" "TV" 5 "US"
0 "Standard" 50 2 5 0.48 26.1 "Evening" "Monday" "TV" 1 "DE"
0 "Premium" 34 2 5 0.29 65 "Evening" "Saturday" "TV" 2 "UK"
0 "Standard" 28 1 1 0.41 80.7 "Evening" "Saturday" "TV" 2 "US"
0 "Premium" 27 0 1 0.69 146.4 "Afternoon" "Sunday" "TV" 4 "UK"
0 "Standard" 40 1 5 0.68 113.8 "Evening" "Monday" "TV" 1 "JP"
0 "Standard" 26 1 2 0.38 0 "Evening" "Sunday" "TV" 0 "MX"
1 "Standard" 34 1 3 0.6 137.4 "Evening" "Friday" "TV" 2 "MX"
1 "Standard" 34 4 3 0.79 147.9 "Evening" "Friday" "TV" 0 "DE"
0 "Standard" 22 2 5 0.32 28.3 "Morning" "Saturday" "TV" 3 "FR"
0 "Standard" 28 2 1 0.49 127.4 "Evening" "Wednesday" "Mobile Device" 2 "US"
1 "Standard" 20 3 0 0.8 195.3 "Morning" "Friday" "TV" 0 "US"
0 "Standard" 31 2 5 0.77 90.5 "Evening" "Monday" "TV" 1 "US"
1 "Premium" 35 0 1 0.89 145.2 "Evening" "Wednesday" "TV" 2 "DE"
0 "Standard" 29 3 2 0.49 146.6 "Evening" "Friday" "TV" 2 "FR"
0 "Standard" 34 3 5 0.2 130.9 "Afternoon" "Saturday" "TV" 2 "DE"
0 "Standard" 20 5 6 0.21 84.7 "Evening" "Friday" "TV" 2 "UK"
0 "Premium" 33 1 4 0.38 65.7 "Afternoon" "Saturday" "Mobile Device" 0 "UK"
0 "Standard" 33 1 1 0.67 147.9 "Evening" "Thursday" "TV" 5 "US"
0 "Standard" 27 1 2 0.8 125 "Evening" "Sunday" "TV" 2 "UK"
0 "Standard" 30 1 2 0.65 110.4 "Evening" "Friday" "Gaming Device" 3 "UK"
0 "Standard" 26 2 0 0.75 29.9 "Afternoon" "Sunday" "TV" 2 "DE"
0 "Standard" 33 1 4 0.3 24.2 "Afternoon" "Monday" "Mobile Device" 1 "FR"
1 "Standard" 23 1 5 0.72 215.4 "Evening" "Sunday" "TV" 2 "MX"
0 "Premium" 29 1 4 0.73 188.3 "Afternoon" "Saturday" "Mobile Device" 3 "US"
0 "Premium" 42 0 1 0.48 147.3 "Evening" "Tuesday" "TV" 2 "US"
0 "Standard" 16 4 0 0.89 116.8 "Evening" "Saturday" "Mobile Device" 4 "US"
0 "Standard" 29 2 2 0.69 69.4 "Evening" "Saturday" "TV" 0 "UK"
1 "Standard" 37 1 5 0.8 224 "Evening" "Monday" "TV" 1 "US"
0 "Standard" 36 4 1 0.84 34.1 "Evening" "Sunday" "TV" 0 "MX"
0 "Standard" 27 2 3 0.63 176.7 "Evening" "Wednesday" "TV" 3 "DE"
0 "Standard" 27 1 6 0.87 24 "Evening" "Thursday" "TV" 3 "MX"
0 "Standard" 34 1 2 0.5 58.7 "Evening" "Sunday" "Gaming Device" 2 "UK"
0 "Standard" 42 2 2 0.38 69.5 "Evening" "Saturday" "TV" 2 "US"
0 "Standard" 32 2 1 0.34 15.1 "Evening" "Friday" "TV" 0 "DE"
0 "Standard" 27 2 3 0.82 73.2 "Morning" "Monday" "Mobile Device" 0 "FR"
1 "Standard" 31 6 2 0.74 135.5 "Evening" "Sunday" "TV" 3 "US"
0 "Standard" 27 3 2 0.41 112.7 "Afternoon" "Friday" "PC" 3 "US"
0 "Standard" 17 4 0 0.89 78.3 "Evening" "Monday" "Gaming Device" 0 "MX"
0 "Standard" 39 3 2 0.35 206.5 "Evening" "Saturday" "Mobile Device" 2 "US"
0 "Standard" 38 6 2 0.57 71.9 "Morning" "Friday" "Mobile Device" 1 "US"
0 "Standard" 20 3 3 0.5 102.7 "Evening" "Wednesday" "TV" 0 "MX"
0 "Standard" 32 2 8 0.77 0 "Evening" "Thursday" "Gaming Device" 5 "US"
1 "Premium" 28 1 3 0.86 102.7 "Afternoon" "Saturday" "TV" 2 "US"
1 "Standard" 35 2 1 0.83 237.7 "Evening" "Friday" "Gaming Device" 3 "FR"
0 "Standard" 19 0 3 0.58 81.7 "Morning" "Monday" "TV" 0 "US"
0 "Standard" 38 1 4 0.87 92 "Evening" "Sunday" "Mobile Device" 0 "JP"
1 "Standard" 29 0 6 0.55 105.4 "Evening" "Tuesday" "PC" 2 "MX"
1 "Standard" 27 2 5 0.78 286.1 "Morning" "Thursday" "TV" 1 "DE"
